corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2013-11-20 00:00:00,2013-11-08 00:00:00,2013-10-06 00:00:00,719810,978103606,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",True
No,2013-10-11 00:00:00,2013-10-10 00:00:00,2013-09-17 00:00:00,719810,978103604,High,Reports,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",True
No,2013-09-06 00:00:00,2013-09-09 00:00:00,2013-08-23 00:00:00,719810,977856199,High,Monitoring Inspections,"749.983 - First-aid-CPR renewal-Each caregiver must complete any new first-aid training or CPR training, as required to maintain a current certification",False
Yes,2013-10-17 00:00:00,,2013-08-13 00:00:00,719810,978103600,Medium Low,Reports,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
Yes,2013-08-06 00:00:00,,2013-08-06 00:00:00,719810,977998028,Medium High,Monitoring Inspections,749.1463(b)(3) - Administration of Medication-Administer medications according to label instructions or a prescribing health-care professional's subsequent orders,True
No,2013-07-30 00:00:00,2013-08-23 00:00:00,2013-07-30 00:00:00,719810,977822049,Medium High,Monitoring Inspections,"749.1541(b)(5) - Medication Record-Must include date (day, month, year) & time each medication was administered",False
No,2013-08-02 00:00:00,2013-08-23 00:00:00,2013-07-30 00:00:00,719810,977751406,Medium High,Monitoring Inspections,"749.577(2) - Active child record-Includes known allergies and chronic conditions or ""no known allergies"" on exterior of record or in a clearly visible location",False
No,2013-08-09 00:00:00,2013-08-23 00:00:00,2013-07-30 00:00:00,719810,977892201,Medium,Monitoring Inspections,749.935(b)(1) - Annual training hours-Only count hours person received at another operation if training documented and received within current training time period,False
No,2013-08-09 00:00:00,2013-08-23 00:00:00,2013-07-30 00:00:00,719810,977786791,Medium,Monitoring Inspections,749.1291(d) - Contact between child placement staff and children-Significant and documented in the child's record,False
No,2013-08-09 00:00:00,2013-08-23 00:00:00,2013-07-30 00:00:00,719810,977751407,Medium,Monitoring Inspections,"749.1309(b)(1)(D) - Initial Service Plan-Must include specific goals and strategies to meet child's needs, including instructions to caregivers",False
No,2013-08-09 00:00:00,2013-08-13 00:00:00,2013-07-30 00:00:00,719810,977856615,High,Monitoring Inspections,"749.983 - First-aid-CPR renewal-Each caregiver must complete any new first-aid training or CPR training, as required to maintain a current certification",False
Yes,2013-08-20 00:00:00,,2013-07-25 00:00:00,719810,978103590,Medium High,Reports,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,True
Yes,2013-08-30 00:00:00,,2013-07-21 00:00:00,719810,978103587,Medium,Self Reported Incidents,749.1003(b)(1) - Children's rights-Adhere to the child's rights to appropriate care and treatment in least restrictive setting available that meets the child's needs,True
Yes,2013-08-30 00:00:00,,2013-07-21 00:00:00,719810,978103586,Medium,Self Reported Incidents,749.503(b) - Serious Incident-Foster parents must report serious incident directly to Child Abuse Hotline if incident involves child in care,True
No,2013-07-25 00:00:00,2013-08-07 00:00:00,2013-06-20 00:00:00,719810,978103581,Medium High,Reports,749.1401(a)(3) - General medical requirements-A child in care must receive medical care as needed for ongoing maintenance of medical health,False
No,2013-07-15 00:00:00,2013-07-19 00:00:00,2013-06-13 00:00:00,719810,978103578,Medium High,Reports,749.2551(b)(1) - Capacity-One-parent foster family home may care for up to five children if any child in home is under five years old,False
No,2013-07-15 00:00:00,2013-07-19 00:00:00,2013-06-13 00:00:00,719810,978103574,Medium High,Reports,"749.1101(b) - Admission-Each placement must meet the child's physical, medical, recreational, educational, and emotional needs as identified in their assessment",False
No,2013-04-18 00:00:00,2013-04-26 00:00:00,2013-04-11 00:00:00,719810,977926675,Medium High,Monitoring Inspections,749.1807(a)(2) - Infant requirements-All cribs must have sheets that fit snugly and do not present an entanglement hazard,False
No,2013-06-17 00:00:00,2013-07-01 00:00:00,2013-03-29 00:00:00,719810,978103569,Medium,Reports,"749.2401 - Verification-In order for one spouse to be a foster parent, agency must verify both of them to provide foster care",False
No,2013-04-26 00:00:00,2013-05-02 00:00:00,2013-03-01 00:00:00,719810,978103565,Medium Low,Reports,749.3023(c)(3) - Bedrooms-foster children or any other household members may not use a room that does not have doors for privacy as a bedroom,False
No,2013-04-26 00:00:00,2013-05-02 00:00:00,2013-02-26 00:00:00,719810,978103563,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",False
No,2013-04-26 00:00:00,2013-05-02 00:00:00,2013-02-26 00:00:00,719810,978103559,Medium High,Reports,"749.1003(b)(5)(E) - Children's rights-Adhere to the child's rights to be free from being denied food, sleep, toileting facilities, mail, or family visits as punishment",False
No,2013-04-08 00:00:00,2013-04-15 00:00:00,2013-01-31 00:00:00,719810,978103557,Medium High,Reports,749.1003(b)(5)(F) - Children's rights-Adhere to the child's rights to be free from being subjected to remarks that belittle or ridicule the child or the child's family,False
No,2013-04-08 00:00:00,2013-04-15 00:00:00,2013-01-31 00:00:00,719810,978103558,Medium,Reports,749.1003(b)(1) - Children's rights-Adhere to the child's rights to appropriate care and treatment in least restrictive setting available that meets the child's needs,False
No,2013-04-08 00:00:00,2013-04-15 00:00:00,2013-01-31 00:00:00,719810,978103556,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2013-04-08 00:00:00,2013-04-15 00:00:00,2013-01-31 00:00:00,719810,978103555,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2015-01-13 00:00:00,2015-01-07 00:00:00,2014-11-07 00:00:00,662008,978100276,Medium Low,Reports,749.3023(c)(1) - Bedrooms-foster children or any other household members may not use a room commonly used for other purposes as a bedroom,True
No,2015-01-13 00:00:00,2015-01-07 00:00:00,2014-11-07 00:00:00,662008,978100277,Medium High,Reports,749.2557(a) - Capacity-Foster homes may not exceed the total capacity stated on the home's verification,True
No,2015-01-13 00:00:00,2015-01-07 00:00:00,2014-11-07 00:00:00,662008,978100280,High,Reports,"749.931(a)(2)(A) - Annual Training-50 hrs with 8 hrs EBI for 2 foster parents, 2 hrs each parent specific to trauma informed care; each parent gets some training",True
Yes,2015-01-13 00:00:00,,2014-11-07 00:00:00,662008,978100278,High,Reports,"745.625(a)(5) - Initial background checks submitted - At the time a non-client resident 14 or older lives or moves into your home, or non-client resident turns 14",True
No,2015-01-13 00:00:00,2015-01-07 00:00:00,2014-11-07 00:00:00,662008,978100275,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2015-01-13 00:00:00,2015-01-07 00:00:00,2014-11-07 00:00:00,662008,978100274,High,Reports,749.2593(a)(5) - Supervision-The caregiver is responsible for not performing tasks that clearly impede the caregiver's ability to supervise and interact with children,True
No,2014-06-27 00:00:00,2014-07-10 00:00:00,2014-05-02 00:00:00,662008,978100266,Medium High,Reports,749.2055(a)(2) - Emergency Behavior Intervention-Basis for EBI is emergency situation or to administer medication,False
No,2014-06-27 00:00:00,2014-07-10 00:00:00,2014-05-02 00:00:00,662008,978100265,Medium,Reports,"749.1309(b)(1)(D) - Initial Service Plan-Must include specific goals and strategies to meet child's needs, including instructions to caregivers",False
No,2014-06-27 00:00:00,2014-07-10 00:00:00,2014-05-02 00:00:00,662008,978100264,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2014-06-27 00:00:00,2014-07-10 00:00:00,2014-05-02 00:00:00,662008,978100263,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2014-04-01 00:00:00,2014-04-11 00:00:00,2014-02-17 00:00:00,662008,978100258,High,Self Reported Incidents,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,False
No,2013-06-10 00:00:00,2013-06-10 00:00:00,2013-04-18 00:00:00,662008,978100235,Medium Low,Self Reported Incidents,749.3023(c)(1) - Bedrooms-foster children or any other household members may not use a room commonly used for other purposes as a bedroom,True
No,2013-04-10 00:00:00,2013-04-10 00:00:00,2013-03-27 00:00:00,662008,977888326,Medium High,Monitoring Inspections,"749.947(d) - Annual Training emergency behavior intervention-As applicable, caregiver must receive EBI training every 12 months",True
No,2013-06-07 00:00:00,2013-04-23 00:00:00,2013-03-19 00:00:00,662008,978100228,Medium High,Reports,"749.3041(2) - Physical Environment-Foster home must ensure that equipment and furniture are safe for children, kept clean, and in good repair",True
No,2013-06-07 00:00:00,2013-04-23 00:00:00,2013-03-19 00:00:00,662008,978100231,Medium,Reports,749.503(a)(2)(B) - Serious Incident-Report to parents no later than 24 hours after injury or illness that warrants treatment by medical professional/hospitalization,True
No,2013-04-25 00:00:00,2013-04-18 00:00:00,2013-03-01 00:00:00,662008,978100224,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2013-04-25 00:00:00,2013-04-18 00:00:00,2013-03-01 00:00:00,662008,978100219,Medium High,Reports,"749.1803(b) - Infant requirements-A caregiver must provide prompt attention to an infant's physical needs, such as feeding and diapering",True
No,2013-04-25 00:00:00,2013-04-18 00:00:00,2013-03-01 00:00:00,662008,978100222,Medium,Reports,749.1003(b)(1) - Children's rights-Adhere to the child's rights to appropriate care and treatment in least restrictive setting available that meets the child's needs,True
No,2013-04-25 00:00:00,2013-04-18 00:00:00,2013-03-01 00:00:00,662008,978100220,High,Reports,749.1803(d) - Infant requirements-Infant must never be left unsupervised,True
No,2015-01-06 00:00:00,2015-01-05 00:00:00,2014-12-30 00:00:00,367128,977911631,Medium High,Monitoring Inspections,749.1003(b)(5)(C) - Children's rights-Adhere to the child's rights to be free from being threatened with corporal punishment,True
No,2015-01-21 00:00:00,2015-01-21 00:00:00,2014-12-02 00:00:00,367128,978056506,Medium High,Self Reported Incidents,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",True
No,2015-01-21 00:00:00,2015-01-21 00:00:00,2014-12-02 00:00:00,367128,978056510,Medium,Self Reported Incidents,749.2447(1) - Foster Home Screening-Agency documents ages of all household members; agency has documentation verifying ages of prospective foster parents,True
No,2015-01-02 00:00:00,2015-01-05 00:00:00,2014-11-04 00:00:00,367128,978056504,Medium Low,Self Reported Incidents,"749.1335(7) - Service Plan Review and Update-To review and update a service plan, update changes to the estimated length-of-stay and discharge plans",False
No,2015-01-02 00:00:00,2015-01-05 00:00:00,2014-11-04 00:00:00,367128,978056498,Medium High,Self Reported Incidents,"749.2053 - Emergency Behavior Intervention-Only a qualified caregiver may administer emergency behavior intervention, except short personal restraint",False
No,2015-01-02 00:00:00,2015-01-05 00:00:00,2014-11-04 00:00:00,367128,978056505,Medium,Self Reported Incidents,"749.1309(b)(1)(E) - Initial Service Plan-For children 13 years old or older, must include a plan for education in required areas",False
No,2014-11-28 00:00:00,2014-11-28 00:00:00,2014-10-09 00:00:00,367128,978056493,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-08-22 00:00:00,2014-09-02 00:00:00,2014-08-19 00:00:00,367128,978015745,High,Monitoring Inspections,"749.3133(d) - Swimming pools-Gates to pool are self-closing, self-latching, locked when pool not in use; keys are inaccessible to kids under 16 or receiving tx svcs",False
No,2014-08-05 00:00:00,2014-08-19 00:00:00,2014-08-01 00:00:00,367128,977835226,Medium High,Monitoring Inspections,749.2913(a)(2) - Fire Extinguisher-A foster home must have a fire extinguisher on each level of the home,False
No,2014-08-11 00:00:00,2014-08-19 00:00:00,2014-08-01 00:00:00,367128,977835225,High,Monitoring Inspections,"749.3133(d) - Swimming pools-Gates to pool are self-closing, self-latching, locked when pool not in use; keys are inaccessible to kids under 16 or receiving tx svcs",False
No,2014-09-22 00:00:00,2014-09-23 00:00:00,2014-07-18 00:00:00,367128,978056486,Medium Low,Self Reported Incidents,749.1133(d) - Admission Assessment-Attempt to obtain consent to get information from child's last placement; consider this information if it's made available,False
No,2014-09-22 00:00:00,2014-09-23 00:00:00,2014-07-18 00:00:00,367128,978056487,Medium,Self Reported Incidents,"749.3027(a)(3) - Bedrooms-Approval for child to share a bedroom with an adult caregiver documented, dated in the child's service plan",False
No,2014-08-20 00:00:00,2014-08-21 00:00:00,2014-06-17 00:00:00,367128,978056484,Medium High,Reports,"749.1003(b)(5) - Children's rights-Adhere to the child's rights to be free from any harsh, cruel, unusual, unnecessary, demeaning, or humiliating punishment",False
No,2014-04-11 00:00:00,2014-04-17 00:00:00,2014-04-04 00:00:00,367128,977989475,Low,Monitoring Inspections,749.535(a)(1) - Active records-All documentation in the record no later than 30 days after the occurrence or event,False
No,2014-04-02 00:00:00,2014-04-02 00:00:00,2014-02-10 00:00:00,367128,978056479,Medium High,Self Reported Incidents,"749.1957(12) - Other Prohibited Discipline-Confining a child to a highchair, box, or other similar furniture or equipment as discipline or punishment",True
No,2014-04-02 00:00:00,2014-04-08 00:00:00,2014-02-10 00:00:00,367128,978056478,High,Self Reported Incidents,749.2593(a)(5) - Supervision-The caregiver is responsible for not performing tasks that clearly impede the caregiver's ability to supervise and interact with children,False
No,2014-02-26 00:00:00,2014-03-07 00:00:00,2014-01-22 00:00:00,367128,978056470,Medium High,Reports,749.2491(a)(4) - Verification for different services-Assessment of the home must include the foster parents' experience and ability to provide each service,False
No,2014-02-26 00:00:00,2014-03-07 00:00:00,2014-01-22 00:00:00,367128,978056471,Medium,Reports,749.1003(b)(20) - Children's rights-Adhere to the child's right to be able to communicate in a language or any other means that is understandable to the child,False
No,2014-01-17 00:00:00,2014-01-20 00:00:00,2014-01-08 00:00:00,367128,977823398,Medium,Monitoring Inspections,749.2447(10) - Foster Home Screening-Agency documents the quality of marital and family relationships,False
No,2014-01-22 00:00:00,2014-01-22 00:00:00,2013-11-28 00:00:00,367128,978056451,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2014-01-22 00:00:00,2014-01-22 00:00:00,2013-11-28 00:00:00,367128,978056448,High,Reports,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2014-01-24 00:00:00,2014-01-24 00:00:00,2013-11-26 00:00:00,367128,978056443,Medium,Reports,749.1957(2) - Other Prohibited Discipline-Denial of mail or visits with family as discipline or punishment,True
No,2014-01-21 00:00:00,2014-01-21 00:00:00,2013-11-22 00:00:00,367128,978056442,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-10-15 00:00:00,2013-10-15 00:00:00,2013-08-27 00:00:00,367128,978056439,Medium High,Reports,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,True
No,2013-10-15 00:00:00,2013-10-15 00:00:00,2013-08-27 00:00:00,367128,978056436,Medium High,Reports,749.1309(b)(1)(D)(i) - Initial Service Plan-Caregiver instructions must include specific information about level of supervision required,True
No,2013-10-15 00:00:00,2013-10-15 00:00:00,2013-08-27 00:00:00,367128,978056437,High,Reports,"745.615(a)(6)(D) - Required background check - Each person at least 14 years of age, other than a client in care, who resides at the operation",True
No,2013-10-15 00:00:00,2013-10-15 00:00:00,2013-08-27 00:00:00,367128,978056434,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2013-10-18 00:00:00,2013-10-18 00:00:00,2013-08-22 00:00:00,367128,978056430,Medium Low,Reports,749.1151(d) - Medical Requirements-Reports and findings of medical exam must be documented in child's record,True
No,2013-07-05 00:00:00,2013-07-02 00:00:00,2013-06-28 00:00:00,367128,977989474,Medium Low,Monitoring Inspections,"749.1417(b) - TB exam-Documentation of baseline test or chest xray results in person's record w/in 40 days of beginning to live, work, volunteer at operation",True
No,2013-07-05 00:00:00,2013-07-02 00:00:00,2013-06-28 00:00:00,367128,977954180,Medium Low,Monitoring Inspections,"749.2471(3)(B) - Verification-Includes obtaining pictures of outside of foster home showing buildings, fences, storage areas, recreation areas, bodies of water, etc",True
No,2013-07-05 00:00:00,2013-07-02 00:00:00,2013-06-28 00:00:00,367128,977848172,Medium High,Monitoring Inspections,749.2801(a)(2) - Evaluating a Foster Home-must evaluate a home for compliance with relevant rules whenever there is a major life change in the foster family,True
No,2013-07-24 00:00:00,2013-07-22 00:00:00,2013-05-29 00:00:00,367128,978056416,High,Reports,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",True
No,2013-05-31 00:00:00,2013-06-11 00:00:00,2013-05-28 00:00:00,367128,977817966,Medium High,Monitoring Inspections,"749.3041(7) - Physical Environment-Foster home must ensure that flammable or poisonous substances are stored out of reach of children, as needed",False
No,2013-05-31 00:00:00,2013-06-11 00:00:00,2013-05-28 00:00:00,367128,977782704,High,Monitoring Inspections,749.1521(4) - Medication Storage-Store medication covered by Schedule II of the Texas Controlled Substances Act under double lock in a separate container,False
No,2013-06-28 00:00:00,2013-06-28 00:00:00,2013-05-14 00:00:00,367128,978056411,Medium High,Self Reported Incidents,"749.2591(a)(3) - Supervision-Child placement management staff ensures supervision accounts for child's history, incl. Abuse/neglect, fire-setting, suicide, run-away",True
No,2013-06-28 00:00:00,2013-06-28 00:00:00,2013-05-14 00:00:00,367128,978056413,High,Self Reported Incidents,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-16 00:00:00,367128,977785907,Medium Low,Monitoring Inspections,749.1107(a)(2) - Child Admission Records-Include the court orders establishing who is the managing conservator for the child,True
No,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-16 00:00:00,367128,977821151,Medium High,Monitoring Inspections,"749.1189(3) - Emergency admission-Document in the child's record allergies, such as food, medication, sting, and skin allergies",True
No,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-16 00:00:00,367128,977785908,Medium High,Monitoring Inspections,749.503(a)(8)(C) - Serious Incident-Report to law enforcement within 2 hours of determining a child developmentally/chronologically 6 to12 years old is missing,True
No,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-16 00:00:00,367128,977997288,High,Monitoring Inspections,745.615(b)(1)(C) - Required FBI background check - Adults 18 years or older living in the home of a foster or adoptive parent applicant,True
No,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-16 00:00:00,367128,977891290,High,Monitoring Inspections,749.2445(a) - Verification-Agency must complete a foster home screening prior to verifying the foster home,True
No,2013-05-15 00:00:00,2013-05-14 00:00:00,2013-04-01 00:00:00,367128,978056404,Medium High,Reports,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074210,Medium High,Reports,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,False
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074205,Medium,Reports,749.1819(c) - Infant requirements-Caregivers must never prop a bottle by supporting it with anything other than the child or adult's hand,False
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074209,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074208,High,Reports,"745.615(a)(6)(A) - Required background check-Each person at least 14 years of age, other than a client in care, who counted in child-to-caregiver ratios",False
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074207,High,Reports,749.1803(d) - Infant requirements-Infant must never be left unsupervised,False
No,2014-09-05 00:00:00,2014-09-15 00:00:00,2014-06-25 00:00:00,308341,978074206,High,Reports,749.1813(c) - Infant requirements-A foster home may not use soft bedding in a crib for an infant twelve months old or younger,False
No,2014-05-16 00:00:00,2014-06-20 00:00:00,2014-03-13 00:00:00,308341,978074197,High,Reports,745.625(b) - Renewal background checks submitted - No later than two years from the date of your most recently requested initial or renewal background check,False
No,2014-01-22 00:00:00,2014-09-23 00:00:00,2014-01-15 00:00:00,308341,978005330,Medium High,Monitoring Inspections,"749.3041(7) - Physical Environment-Foster home must ensure that flammable or poisonous substances are stored out of reach of children, as needed",False
No,2014-01-22 00:00:00,2014-09-23 00:00:00,2014-01-15 00:00:00,308341,977899292,High,Monitoring Inspections,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
No,2014-01-22 00:00:00,2014-09-23 00:00:00,2014-01-15 00:00:00,308341,977793966,High,Monitoring Inspections,749.1521(2) - Medication Storage-Keep medication inaccessible other than to caregivers responsible for stored medication,False
No,2014-04-25 00:00:00,2014-04-29 00:00:00,2014-01-10 00:00:00,308341,978074184,Medium High,Reports,"749.2591(a)(3) - Supervision-Child placement management staff ensures supervision accounts for child's history, incl. Abuse/neglect, fire-setting, suicide, run-away",False
No,2013-10-11 00:00:00,2013-10-15 00:00:00,2013-09-27 00:00:00,308341,977790075,High,Monitoring Inspections,"749.931(a)(2)(B) - Annual Training-30 hrs with 8 hrs EBI for one foster parent if children receiving treatment services for ED, MR, or PDD",False
No,2013-06-03 00:00:00,2013-06-06 00:00:00,2013-05-17 00:00:00,308341,977959394,Medium High,Monitoring Inspections,"749.2917 - Animals-animals at the home must be kept free of disease; must be vaccinated and treated by a licensed veterinarian, must not be a health risk",False
No,2013-05-09 00:00:00,2013-05-07 00:00:00,2013-05-02 00:00:00,308341,977817917,Medium Low,Monitoring Inspections,749.2489(4) - Reports to Licensing-Agency submits information within two working days of changing the conditions of the verification for an existing home,True
No,2013-06-07 00:00:00,2013-06-07 00:00:00,2013-04-04 00:00:00,308341,978074168,Medium High,Reports,"749.3041(1) - Physical Environment-Foster home must ensure that home is safe for children, kept clean, and in good repair",True
No,2013-05-15 00:00:00,2013-05-13 00:00:00,2013-03-07 00:00:00,308341,978074166,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-05-15 00:00:00,2013-05-13 00:00:00,2013-03-07 00:00:00,308341,978074165,High,Reports,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2013-03-13 00:00:00,2013-04-08 00:00:00,2013-01-23 00:00:00,308341,978074153,Medium High,Reports,"749.1003(b)(5) - Children's rights-Adhere to the child's rights to be free from any harsh, cruel, unusual, unnecessary, demeaning, or humiliating punishment",False
No,2013-03-13 00:00:00,2013-04-08 00:00:00,2013-01-23 00:00:00,308341,978074156,Medium,Reports,"749.1003(b)(12) - Children's rights-Adhere to child's right to adequate personal clothing selected by him/her, suitable to age/size and comparable with peers",False
No,2013-03-13 00:00:00,2013-04-08 00:00:00,2013-01-23 00:00:00,308341,978074157,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",False
No,2014-08-12 00:00:00,2014-07-29 00:00:00,2014-07-29 00:00:00,359688,978011680,Medium,Monitoring Inspections,"749.3027(a)(3) - Bedrooms-Approval for child to share a bedroom with an adult caregiver documented, dated in the child's service plan",True
No,2014-08-12 00:00:00,2014-08-18 00:00:00,2014-07-29 00:00:00,359688,977905729,High,Monitoring Inspections,745.625(b) - Renewal background checks submitted - No later than two years from the date of your most recently requested initial or renewal background check,False
No,2013-06-10 00:00:00,2013-06-24 00:00:00,2013-06-05 00:00:00,359688,978124809,High,Assessments,"749.2961(a)(1)(A) - Weapons-If weapons/explosives/projectiles allowed, must ensure locked storage for weapons and ammunition",False
No,2014-12-17 00:00:00,2014-12-18 00:00:00,2014-12-16 00:00:00,191502,977771868,High,Monitoring Inspections,"745.630(b)(1) - Previous fingerprint check- No longer valid if any renewal check not requested timely 
",False
No,2014-05-08 00:00:00,2014-05-06 00:00:00,2014-04-24 00:00:00,191502,977795156,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2014-05-08 00:00:00,2014-05-05 00:00:00,2014-04-24 00:00:00,191502,977830301,Low,Monitoring Inspections,749.1109(3) - Placement Agreement-Includes the reason for placement and the anticipated length of time in care,True
No,2014-08-26 00:00:00,2014-09-08 00:00:00,2014-01-09 00:00:00,191502,978085554,High,Reports,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",False
No,2014-08-26 00:00:00,2014-09-08 00:00:00,2014-01-09 00:00:00,191502,978085551,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
Yes,2015-01-15 00:00:00,,2015-01-13 00:00:00,105204,978030506,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2015-01-15 00:00:00,2015-01-20 00:00:00,2014-12-18 00:00:00,105204,978030505,Medium High,Reports,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",False
No,2014-08-15 00:00:00,2014-08-14 00:00:00,2014-07-17 00:00:00,105204,977869703,High,Monitoring Inspections,"745.615(b)(1) - Required FBI check-Persons at resident ops, child care ctr, before/after-sch or sch-age program must have name-based check unless only meet (a)(7)",True
No,2014-08-15 00:00:00,2014-08-14 00:00:00,2014-07-17 00:00:00,105204,977869702,High,Monitoring Inspections,"745.630(b)(1) - Previous fingerprint check- No longer valid if any renewal check not requested timely 
",True
No,2014-05-02 00:00:00,2014-05-09 00:00:00,2014-04-12 00:00:00,105204,978030483,High,Reports,"745.615(a)(7) - Required background checks-Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care",False
No,2013-12-05 00:00:00,2013-12-20 00:00:00,2013-11-19 00:00:00,105204,978030478,Medium High,Reports,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,False
Yes,2013-11-21 00:00:00,,2013-11-19 00:00:00,105204,978030477,Medium High,Reports,749.3079(6) - Food Storage-food items must be covered when stored in the refrigerator,True
Yes,2013-11-12 00:00:00,,2013-10-29 00:00:00,105204,978030475,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-11-08 00:00:00,2013-11-07 00:00:00,2013-09-27 00:00:00,105204,978030473,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-10-18 00:00:00,2013-10-28 00:00:00,2013-09-20 00:00:00,105204,978030470,High,Self Reported Incidents,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",False
No,2013-10-22 00:00:00,2013-10-21 00:00:00,2013-08-31 00:00:00,105204,978030467,High,Self Reported Incidents,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,True
No,2013-10-11 00:00:00,2013-10-18 00:00:00,2013-08-31 00:00:00,105204,978030463,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
